full_text,text_clean,token,text_normalized,stop,stemmed,polarity,stemmed_text
Terimakasih Bang Sugianto pembelian 1 Pcs Ramp Mirror (kaca spion samping) Mercy Actros + Sparepart Spion Auman COD Betungan #spiontruksultan #spiontrukmodifikasi Facebook : @mjrautopart Instagram : @mjrautopart Tiktok : @mjrautopart Threads : @mjrautopart https://t.co/dQDG8eREcX,terimakasih bang sugianto pembelian pcs ramp mirror kaca spion samping mercy actros sparepart spion auman cod betungan facebook instagram tiktok threads,"['terimakasih', 'bang', 'sugianto', 'pembelian', 'pcs', 'ramp', 'mirror', 'kaca', 'spion', 'samping', 'mercy', 'actros', 'sparepart', 'spion', 'auman', 'cod', 'betungan', 'facebook', 'instagram', 'tiktok', 'threads']",terima kasih abang sugianto pembelian pcs ramp mirror kaca spion samping mercy actros sparepart spion auman cod betungan facebook instagram tiktok threads,"['terima', 'kasih', 'abang', 'sugianto', 'pembelian', 'pcs', 'ramp', 'mirror', 'kaca', 'spion', 'samping', 'mercy', 'actros', 'sparepart', 'spion', 'auman', 'cod', 'betungan', 'facebook', 'instagram', 'tiktok', 'threads']","['terima', 'kasih', 'abang', 'sugianto', 'beli', 'pcs', 'ramp', 'mirror', 'kaca', 'spion', 'samping', 'mercy', 'actros', 'sparepart', 'spion', 'aum', 'cod', 'betung', 'facebook', 'instagram', 'tiktok', 'threads']",positive,terima kasih abang sugianto beli pcs ramp mirror kaca spion samping mercy actros sparepart spion aum cod betung facebook instagram tiktok threads
hal yang paling random ketemu wota sepuh pas cod headunit dari facebook wkwkwkkwwk,hal yang paling random ketemu wota sepuh pas cod headunit dari facebook wkwkwkkwwk,"['hal', 'yang', 'paling', 'random', 'ketemu', 'wota', 'sepuh', 'pas', 'cod', 'headunit', 'dari', 'facebook', 'wkwkwkkwwk']",hal yang paling random ketemu wota sepuh pas cod headunit dari facebook wkwkwkkwwk,"['paling', 'random', 'ketemu', 'wota', 'sepuh', 'pas', 'cod', 'headunit', 'facebook', 'wkwkwkkwwk']","['paling', 'random', 'ketemu', 'wota', 'sepuh', 'pas', 'cod', 'headunit', 'facebook', 'wkwkwkkwwk']",positive,paling random ketemu wota sepuh pas cod headunit facebook wkwkwkkwwk
Dari Facebook Marketplace juga pernah saya nemu orang Surabaya ngiklan jual laptopnya. Harganya miring tp saya pas ga butuh. Dijual cepat damel maem Lur. Dijual cepat buat biaya makan katanya. Karena pake FB bisa langsung COD ketimbang toped atau syopi yg kudu nunggu,dari facebook marketplace juga pernah saya nemu orang surabaya ngiklan jual laptopnya harganya miring tp saya pas ga butuh dijual cepat damel maem lur dijual cepat buat biaya makan katanya karena pake fb bisa langsung cod ketimbang toped atau syopi yg kudu nunggu,"['dari', 'facebook', 'marketplace', 'juga', 'pernah', 'saya', 'nemu', 'orang', 'surabaya', 'ngiklan', 'jual', 'laptopnya', 'harganya', 'miring', 'tp', 'saya', 'pas', 'ga', 'butuh', 'dijual', 'cepat', 'damel', 'maem', 'lur', 'dijual', 'cepat', 'buat', 'biaya', 'makan', 'katanya', 'karena', 'pake', 'fb', 'bisa', 'langsung', 'cod', 'ketimbang', 'toped', 'atau', 'syopi', 'yg', 'kudu', 'nunggu']",dari facebook marketplace juga pernah saya nemu orang surabaya ngiklan jual laptopnya harganya miring tapi saya pas tidak butuh dijual cepat damel makan lur dijual cepat buat biaya makan katanya karena pakai fb bisa langsung cod ketimbang toped atau syopi yang harus nunggu,"['facebook', 'marketplace', 'pernah', 'nemu', 'orang', 'surabaya', 'ngiklan', 'jual', 'laptopnya', 'harganya', 'miring', 'pas', 'butuh', 'dijual', 'cepat', 'damel', 'makan', 'lur', 'dijual', 'cepat', 'buat', 'biaya', 'makan', 'katanya', 'pakai', 'fb', 'langsung', 'cod', 'ketimbang', 'toped', 'syopi', 'nunggu']","['facebook', 'marketplace', 'pernah', 'nemu', 'orang', 'surabaya', 'ngiklan', 'jual', 'laptop', 'harga', 'miring', 'pas', 'butuh', 'jual', 'cepat', 'damel', 'makan', 'lur', 'jual', 'cepat', 'buat', 'biaya', 'makan', 'kata', 'pakai', 'fb', 'langsung', 'cod', 'ketimbang', 'toped', 'syopi', 'nunggu']",positive,facebook marketplace pernah nemu orang surabaya ngiklan jual laptop harga miring pas butuh jual cepat damel makan lur jual cepat buat biaya makan kata pakai fb langsung cod ketimbang toped syopi nunggu
@txtdrdigital pengen cepat kaya dgn facebook ads caranya ? bayar ke saya mastah tukang ngibul modal jualan courses ATC tombol whatsapp penjualan COD yg 50% batal,pengen cepat kaya dgn facebook ads caranya bayar ke saya mastah tukang ngibul modal jualan courses atc tombol whatsapp penjualan cod yg batal,"['pengen', 'cepat', 'kaya', 'dgn', 'facebook', 'ads', 'caranya', 'bayar', 'ke', 'saya', 'mastah', 'tukang', 'ngibul', 'modal', 'jualan', 'courses', 'atc', 'tombol', 'whatsapp', 'penjualan', 'cod', 'yg', 'batal']",ingin cepat seperti dengan facebook ads caranya bayar ke saya mastah tukang bohonh modal jualan courses atc tombol whatsapp penjualan cod yang batal,"['cepat', 'facebook', 'ads', 'caranya', 'bayar', 'mastah', 'tukang', 'bohonh', 'modal', 'jualan', 'courses', 'atc', 'tombol', 'whatsapp', 'penjualan', 'cod', 'batal']","['cepat', 'facebook', 'ads', 'cara', 'bayar', 'mas', 'tukang', 'bohonh', 'modal', 'jual', 'courses', 'atc', 'tombol', 'whatsapp', 'jual', 'cod', 'batal']",negative,cepat facebook ads cara bayar mas tukang bohonh modal jual courses atc tombol whatsapp jual cod batal
@__aqshal di forum jual beli facebook ada rumus gamau cod = nipu minta dp dulu sebelum cod = nipu minta transfer dulu apapun itu alasannya = nipu pokoknya ketemuan cod lalu pcb (pantau cocok bayar).,di forum jual beli facebook ada rumus gamau cod nipu minta dp dulu sebelum cod nipu minta transfer dulu apapun itu alasannya nipu pokoknya ketemuan cod lalu pcb pantau cocok bayar,"['di', 'forum', 'jual', 'beli', 'facebook', 'ada', 'rumus', 'gamau', 'cod', 'nipu', 'minta', 'dp', 'dulu', 'sebelum', 'cod', 'nipu', 'minta', 'transfer', 'dulu', 'apapun', 'itu', 'alasannya', 'nipu', 'pokoknya', 'ketemuan', 'cod', 'lalu', 'pcb', 'pantau', 'cocok', 'bayar']",di forum jual beli facebook ada rumus tidak mau cod nipu minta dp dulu sebelum cod nipu minta transfer dulu apapun itu alasannya nipu pokoknya ketemuan cod lalu pcb pantau cocok bayar,"['forum', 'jual', 'beli', 'facebook', 'rumus', 'mau', 'cod', 'nipu', 'minta', 'dp', 'dulu', 'cod', 'nipu', 'minta', 'transfer', 'dulu', 'apapun', 'alasannya', 'nipu', 'pokoknya', 'ketemuan', 'cod', 'lalu', 'pcb', 'pantau', 'cocok', 'bayar']","['forum', 'jual', 'beli', 'facebook', 'rumus', 'mau', 'cod', 'nipu', 'minta', 'dp', 'dulu', 'cod', 'nipu', 'minta', 'transfer', 'dulu', 'apa', 'alas', 'nipu', 'pokok', 'ketemu', 'cod', 'lalu', 'pcb', 'pantau', 'cocok', 'bayar']",negative,forum jual beli facebook rumus mau cod nipu minta dp dulu cod nipu minta transfer dulu apa alas nipu pokok ketemu cod lalu pcb pantau cocok bayar
Para pembeli facebook marketplace kenapa pada doyan COD yah? Cape bro mending via shopee aj -.-,para pembeli facebook marketplace kenapa pada doyan cod yah cape bro mending via shopee aj,"['para', 'pembeli', 'facebook', 'marketplace', 'kenapa', 'pada', 'doyan', 'cod', 'yah', 'cape', 'bro', 'mending', 'via', 'shopee', 'aj']",para pembeli facebook marketplace kenapa pada suka cod yah capek bro mending via shopee aj,"['pembeli', 'facebook', 'marketplace', 'suka', 'cod', 'yah', 'capek', 'bro', 'mending', 'via', 'shopee', 'aj']","['beli', 'facebook', 'marketplace', 'suka', 'cod', 'yah', 'capek', 'bro', 'mending', 'via', 'shopee', 'aj']",negative,beli facebook marketplace suka cod yah capek bro mending via shopee aj
@unmagnetism Golek kulkas cilik saiki cocok COD tengah-tengah area malkot ae. PHP raimu tak posting. Budget A5. Up lurr.,golek kulkas cilik saiki cocok cod tengahtengah area malkot ae php raimu tak posting budget up lurr,"['golek', 'kulkas', 'cilik', 'saiki', 'cocok', 'cod', 'tengahtengah', 'area', 'malkot', 'ae', 'php', 'raimu', 'tak', 'posting', 'budget', 'up', 'lurr']",golek kulkas kecil saiki cocok cod tengahtengah area malkot ae php raimu tidak posting budget up lurr,"['golek', 'kulkas', 'kecil', 'saiki', 'cocok', 'cod', 'tengahtengah', 'area', 'malkot', 'ae', 'php', 'raimu', 'posting', 'budget', 'up', 'lurr']","['golek', 'kulkas', 'kecil', 'saiki', 'cocok', 'cod', 'tengahtengah', 'area', 'malkot', 'ae', 'php', 'rai', 'posting', 'budget', 'up', 'lurr']",negative,golek kulkas kecil saiki cocok cod tengahtengah area malkot ae php rai posting budget up lurr
Karyawan MRT Jakarta Dibunuh saat COD Jual Beli Mobil Dijebak Lewat Facebook https://t.co/q1eaQS4fwg,karyawan mrt jakarta dibunuh saat cod jual beli mobil dijebak lewat facebook,"['karyawan', 'mrt', 'jakarta', 'dibunuh', 'saat', 'cod', 'jual', 'beli', 'mobil', 'dijebak', 'lewat', 'facebook']",karyawan mrt jakarta dibunuh saat cod jual beli mobil dijebak lewat facebook,"['karyawan', 'mrt', 'jakarta', 'dibunuh', 'cod', 'jual', 'beli', 'mobil', 'dijebak', 'lewat', 'facebook']","['karyawan', 'mrt', 'jakarta', 'bunuh', 'cod', 'jual', 'beli', 'mobil', 'jebak', 'lewat', 'facebook']",negative,karyawan mrt jakarta bunuh cod jual beli mobil jebak lewat facebook
Jual Mobil di Facebook Karyawan MRT Dibunuh saat COD di KBT Cakung https://t.co/97QlkLv2US,jual mobil di facebook karyawan mrt dibunuh saat cod di kbt cakung,"['jual', 'mobil', 'di', 'facebook', 'karyawan', 'mrt', 'dibunuh', 'saat', 'cod', 'di', 'kbt', 'cakung']",jual mobil di facebook karyawan mrt dibunuh saat cod di kbt cakung,"['jual', 'mobil', 'facebook', 'karyawan', 'mrt', 'dibunuh', 'cod', 'kbt', 'cakung']","['jual', 'mobil', 'facebook', 'karyawan', 'mrt', 'bunuh', 'cod', 'kbt', 'cakung']",negative,jual mobil facebook karyawan mrt bunuh cod kbt cakung
@adnardn Semoga pelaku dihukum seberat2nya agar menjadi efek jera buat pelaku yg lainnya.... Jujur sih sy jg ga percaya lg dg penjualan di Facebook Krn sy pernah mengalami nya... Oiya kalau emnk COD knp ga si pembeli aja yg dtng k rmh penjual? Ituh lbh aman kek nya...,semoga pelaku dihukum seberatnya agar menjadi efek jera buat pelaku yg lainnya jujur sih sy jg ga percaya lg dg penjualan di facebook krn sy pernah mengalami nya oiya kalau emnk cod knp ga si pembeli aja yg dtng rmh penjual ituh lbh aman kek nya,"['semoga', 'pelaku', 'dihukum', 'seberatnya', 'agar', 'menjadi', 'efek', 'jera', 'buat', 'pelaku', 'yg', 'lainnya', 'jujur', 'sih', 'sy', 'jg', 'ga', 'percaya', 'lg', 'dg', 'penjualan', 'di', 'facebook', 'krn', 'sy', 'pernah', 'mengalami', 'nya', 'oiya', 'kalau', 'emnk', 'cod', 'knp', 'ga', 'si', 'pembeli', 'aja', 'yg', 'dtng', 'rmh', 'penjual', 'ituh', 'lbh', 'aman', 'kek', 'nya']",semoga pelaku dihukum seberatnya agar menjadi efek jera buat pelaku yang lainnya jujur sih saya juga tidak percaya lagi dengan penjualan di facebook karena  saya pernah mengalami nya oiya kalau emnk cod kenapa tidak si pembeli saja yang dtng rumah penjual ituh lebih aman seperti nya,"['semoga', 'pelaku', 'dihukum', 'seberatnya', 'menjadi', 'efek', 'jera', 'buat', 'pelaku', 'lainnya', 'jujur', 'sih', 'percaya', 'penjualan', 'facebook', 'pernah', 'mengalami', 'nya', 'oiya', 'kalau', 'emnk', 'cod', 'si', 'pembeli', 'dtng', 'rumah', 'penjual', 'ituh', 'lebih', 'aman', 'nya']","['moga', 'laku', 'hukum', 'berat', 'jadi', 'efek', 'jera', 'buat', 'laku', 'lain', 'jujur', 'sih', 'percaya', 'jual', 'facebook', 'pernah', 'alami', 'nya', 'oiya', 'kalau', 'emnk', 'cod', 'si', 'beli', 'dtng', 'rumah', 'jual', 'ituh', 'lebih', 'aman', 'nya']",negative,moga laku hukum berat jadi efek jera buat laku lain jujur sih percaya jual facebook pernah alami nya oiya kalau emnk cod si beli dtng rumah jual ituh lebih aman nya
@aldoarmnd @adnardn Tetanggaku COD sepeda di rumahnya. Gak jadi deal karena si buyer ini nawar lebih rendah dari tawarannya di chat facebook. 2 hari kemudian rumah tetanggaku kerampokan pas dicek CCTV ternyata rampoknya adalah buyer sepeda yg tempo hari COD.,tetanggaku cod sepeda di rumahnya gak jadi deal karena si buyer ini nawar lebih rendah dari tawarannya di chat facebook hari kemudian rumah tetanggaku kerampokan pas dicek cctv ternyata rampoknya adalah buyer sepeda yg tempo hari cod,"['tetanggaku', 'cod', 'sepeda', 'di', 'rumahnya', 'gak', 'jadi', 'deal', 'karena', 'si', 'buyer', 'ini', 'nawar', 'lebih', 'rendah', 'dari', 'tawarannya', 'di', 'chat', 'facebook', 'hari', 'kemudian', 'rumah', 'tetanggaku', 'kerampokan', 'pas', 'dicek', 'cctv', 'ternyata', 'rampoknya', 'adalah', 'buyer', 'sepeda', 'yg', 'tempo', 'hari', 'cod']",tetanggaku cod sepeda di rumahnya tidak jadi deal karena si buyer ini nawar lebih rendah dari tawarannya di chat facebook hari kemudian rumah tetanggaku kerampokan pas dicek cctv ternyata rampoknya adalah buyer sepeda yang tempo hari cod,"['tetanggaku', 'cod', 'sepeda', 'rumahnya', 'jadi', 'deal', 'si', 'buyer', 'nawar', 'lebih', 'rendah', 'tawarannya', 'chat', 'facebook', 'hari', 'kemudian', 'rumah', 'tetanggaku', 'kerampokan', 'pas', 'dicek', 'cctv', 'ternyata', 'rampoknya', 'buyer', 'sepeda', 'tempo', 'hari', 'cod']","['tetangga', 'cod', 'sepeda', 'rumah', 'jadi', 'deal', 'si', 'buyer', 'nawar', 'lebih', 'rendah', 'tawar', 'chat', 'facebook', 'hari', 'kemudian', 'rumah', 'tetangga', 'rampok', 'pas', 'cek', 'cctv', 'nyata', 'rampok', 'buyer', 'sepeda', 'tempo', 'hari', 'cod']",negative,tetangga cod sepeda rumah jadi deal si buyer nawar lebih rendah tawar chat facebook hari kemudian rumah tetangga rampok pas cek cctv nyata rampok buyer sepeda tempo hari cod
@adnardn Innalillahi. Aku pernah COD sepatu lewat Facebook. Aku sengaja pilih tempat makan yang banyak orangnya buat meminimalisir kejahatan. Nggak mau COD di pinggir jalan apalagi yang sepi. Semoga almarhum tenang di sisi-Nya dan keluarga yang ditinggalkan diberikan kesabaran.,innalillahi aku pernah cod sepatu lewat facebook aku sengaja pilih tempat makan yang banyak orangnya buat meminimalisir kejahatan nggak mau cod di pinggir jalan apalagi yang sepi semoga almarhum tenang di sisinya dan keluarga yang ditinggalkan diberikan kesabaran,"['innalillahi', 'aku', 'pernah', 'cod', 'sepatu', 'lewat', 'facebook', 'aku', 'sengaja', 'pilih', 'tempat', 'makan', 'yang', 'banyak', 'orangnya', 'buat', 'meminimalisir', 'kejahatan', 'nggak', 'mau', 'cod', 'di', 'pinggir', 'jalan', 'apalagi', 'yang', 'sepi', 'semoga', 'almarhum', 'tenang', 'di', 'sisinya', 'dan', 'keluarga', 'yang', 'ditinggalkan', 'diberikan', 'kesabaran']",innalillahi saya pernah cod sepatu lewat facebook saya sengaja pilih tempat makan yang banyak orangnya buat meminimalisir kejahatan tidak mau cod di pinggir jalan apalagi yang sepi semoga almarhum tenang di sisinya dan keluarga yang ditinggalkan diberikan kesabaran,"['innalillahi', 'pernah', 'cod', 'sepatu', 'lewat', 'facebook', 'sengaja', 'pilih', 'tempat', 'makan', 'banyak', 'orangnya', 'buat', 'meminimalisir', 'kejahatan', 'mau', 'cod', 'pinggir', 'jalan', 'sepi', 'semoga', 'almarhum', 'tenang', 'sisinya', 'keluarga', 'ditinggalkan', 'diberikan', 'kesabaran']","['innalillahi', 'pernah', 'cod', 'sepatu', 'lewat', 'facebook', 'sengaja', 'pilih', 'tempat', 'makan', 'banyak', 'orang', 'buat', 'meminimalisir', 'jahat', 'mau', 'cod', 'pinggir', 'jalan', 'sepi', 'moga', 'almarhum', 'tenang', 'sisi', 'keluarga', 'tinggal', 'beri', 'sabar']",negative,innalillahi pernah cod sepatu lewat facebook sengaja pilih tempat makan banyak orang buat meminimalisir jahat mau cod pinggir jalan sepi moga almarhum tenang sisi keluarga tinggal beri sabar
@adnardn Aku kalo cod di Facebook sebisa mungkin gapernah sendiri dan jangan malem. Kalo emang sendiri pilih tempat yang ramai dan gampang diperhatikan orang semisal depan sekolah atau cafe. Turut berdukacita yang sedalam-dalamnya semoga almarhum ditempatkan di sisi-Nya,aku kalo cod di facebook sebisa mungkin gapernah sendiri dan jangan malem kalo emang sendiri pilih tempat yang ramai dan gampang diperhatikan orang semisal depan sekolah atau cafe turut berdukacita yang sedalamdalamnya semoga almarhum ditempatkan di sisinya,"['aku', 'kalo', 'cod', 'di', 'facebook', 'sebisa', 'mungkin', 'gapernah', 'sendiri', 'dan', 'jangan', 'malem', 'kalo', 'emang', 'sendiri', 'pilih', 'tempat', 'yang', 'ramai', 'dan', 'gampang', 'diperhatikan', 'orang', 'semisal', 'depan', 'sekolah', 'atau', 'cafe', 'turut', 'berdukacita', 'yang', 'sedalamdalamnya', 'semoga', 'almarhum', 'ditempatkan', 'di', 'sisinya']",saya kalaupun cod di facebook sebisa mungkin tidak pernah sendiri dan jangan malem kalaupun memang sendiri pilih tempat yang ramai dan gampang diperhatikan orang semisal depan sekolah atau cafe turut berdukacita yang sedalamdalamnya semoga almarhum ditempatkan di sisinya,"['kalaupun', 'cod', 'facebook', 'sebisa', 'mungkin', 'pernah', 'sendiri', 'jangan', 'malem', 'kalaupun', 'memang', 'sendiri', 'pilih', 'tempat', 'ramai', 'gampang', 'diperhatikan', 'orang', 'semisal', 'depan', 'sekolah', 'cafe', 'turut', 'berdukacita', 'sedalamdalamnya', 'semoga', 'almarhum', 'ditempatkan', 'sisinya']","['kalaupun', 'cod', 'facebook', 'bisa', 'mungkin', 'pernah', 'sendiri', 'jangan', 'malem', 'kalaupun', 'memang', 'sendiri', 'pilih', 'tempat', 'ramai', 'gampang', 'perhati', 'orang', 'misal', 'depan', 'sekolah', 'cafe', 'turut', 'dukacita', 'sedalamdalamnya', 'moga', 'almarhum', 'tempat', 'sisi']",negative,kalaupun cod facebook bisa mungkin pernah sendiri jangan malem kalaupun memang sendiri pilih tempat ramai gampang perhati orang misal depan sekolah cafe turut dukacita sedalamdalamnya moga almarhum tempat sisi
Ekspresi ketika COD mic oli di Facebook.,ekspresi ketika cod mic oli di facebook,"['ekspresi', 'ketika', 'cod', 'mic', 'oli', 'di', 'facebook']",ekspresi ketika cod mic oli di facebook,"['ekspresi', 'cod', 'mic', 'oli', 'facebook']","['ekspresi', 'cod', 'mic', 'oli', 'facebook']",negative,ekspresi cod mic oli facebook
@adriansyahyasin Facebook ini sarangnya penipu Kalau mau ada kegiatan jual beli di Facebook harus bener bener waspada. Sering nganterin Abang gw COD tapi orangnya ga dateng gabisa dihubungin titik ga sesuai. Hindari kalau ga butuh2 banget https://t.co/FmyQ1FUcwe,facebook ini sarangnya penipu kalau mau ada kegiatan jual beli di facebook harus bener bener waspada sering nganterin abang gw cod tapi orangnya ga dateng gabisa dihubungin titik ga sesuai hindari kalau ga butuh banget,"['facebook', 'ini', 'sarangnya', 'penipu', 'kalau', 'mau', 'ada', 'kegiatan', 'jual', 'beli', 'di', 'facebook', 'harus', 'bener', 'bener', 'waspada', 'sering', 'nganterin', 'abang', 'gw', 'cod', 'tapi', 'orangnya', 'ga', 'dateng', 'gabisa', 'dihubungin', 'titik', 'ga', 'sesuai', 'hindari', 'kalau', 'ga', 'butuh', 'banget']",facebook ini sarangnya penipu kalau mau ada kegiatan jual beli di facebook harus benar benar waspada sering nganterin abang saya cod tapi orangnya tidak dateng tidak bisa dihubungin titik tidak sesuai hindari kalau tidak butuh banget,"['facebook', 'sarangnya', 'penipu', 'kalau', 'mau', 'kegiatan', 'jual', 'beli', 'facebook', 'benar', 'benar', 'waspada', 'sering', 'nganterin', 'abang', 'cod', 'orangnya', 'dateng', 'dihubungin', 'titik', 'sesuai', 'hindari', 'kalau', 'butuh', 'banget']","['facebook', 'sarang', 'tipu', 'kalau', 'mau', 'giat', 'jual', 'beli', 'facebook', 'benar', 'benar', 'waspada', 'sering', 'nganterin', 'abang', 'cod', 'orang', 'dateng', 'dihubungin', 'titik', 'sesuai', 'hindar', 'kalau', 'butuh', 'banget']",negative,facebook sarang tipu kalau mau giat jual beli facebook benar benar waspada sering nganterin abang cod orang dateng dihubungin titik sesuai hindar kalau butuh banget
