full_text,text_clean,token,text_normalized,stop,stemmed,polarity
@tanyakanrl Jual di Facebook nder. Marketplace sama grub jual beli daerahmu,jual di facebook nder marketplace sama grub jual beli daerahmu,"['jual', 'di', 'facebook', 'nder', 'marketplace', 'sama', 'grub', 'jual', 'beli', 'daerahmu']",jual di facebook nder marketplace sama grub jual beli daerahmu,"['jual', 'facebook', 'nder', 'marketplace', 'sama', 'grub', 'jual', 'beli', 'daerahmu']","['jual', 'facebook', 'nder', 'marketplace', 'sama', 'grub', 'jual', 'beli', 'daerahmu']",positive
@MaxWinGA Kalau ada akun facebook mungkin bisa jual di marketplace atau di grup jual beli. Tp harus sabar krn biasanya banyak yg nawar sadis,kalau ada akun facebook mungkin bisa jual di marketplace atau di grup jual beli tp harus sabar krn biasanya banyak yg nawar sadis,"['kalau', 'ada', 'akun', 'facebook', 'mungkin', 'bisa', 'jual', 'di', 'marketplace', 'atau', 'di', 'grup', 'jual', 'beli', 'tp', 'harus', 'sabar', 'krn', 'biasanya', 'banyak', 'yg', 'nawar', 'sadis']",kalau ada akun facebook mungkin bisa jual di marketplace atau di grup jual beli tapi harus sabar karena  biasanya banyak yang nawar sadis,"['kalau', 'akun', 'facebook', 'mungkin', 'jual', 'marketplace', 'grup', 'jual', 'beli', 'tp', 'sabar', 'krn', 'biasanya', 'banyak', 'yg', 'nawar', 'sadis']","['kalau', 'akun', 'facebook', 'mungkin', 'jual', 'marketplace', 'grup', 'jual', 'beli', 'tp', 'sabar', 'krn', 'biasanya', 'banyak', 'yg', 'nawar', 'sadis']",positive
Facebook Group Jual Beli Barang Barang di Jakarta dan Seluruh Indonesia. Forum Jual Beli Online Barang Baru Barang Bekas dan Jasa. Disini Tempatnya Jualan Online Marketplace Tokopedia Shopee Lazada Bukalapak BliBli TikTok Reseller Dropshipper Grosir https://t.co/Awr7sjfWnh https://t.co/dexEphRWVK,facebook group jual beli barang barang di jakarta dan seluruh indonesia forum jual beli online barang baru barang bekas dan jasa disini tempatnya jualan online marketplace tokopedia shopee lazada bukalapak blibli tiktok reseller dropshipper grosir,"['facebook', 'group', 'jual', 'beli', 'barang', 'barang', 'di', 'jakarta', 'dan', 'seluruh', 'indonesia', 'forum', 'jual', 'beli', 'online', 'barang', 'baru', 'barang', 'bekas', 'dan', 'jasa', 'disini', 'tempatnya', 'jualan', 'online', 'marketplace', 'tokopedia', 'shopee', 'lazada', 'bukalapak', 'blibli', 'tiktok', 'reseller', 'dropshipper', 'grosir']",facebook group jual beli barang barang di jakarta dan seluruh indonesia forum jual beli online barang baru barang bekas dan jasa disini tempatnya jualan online marketplace tokopedia shopee lazada bukalapak blibli tiktok reseller dropshipper grosir,"['facebook', 'group', 'jual', 'beli', 'barang', 'barang', 'jakarta', 'seluruh', 'indonesia', 'forum', 'jual', 'beli', 'online', 'barang', 'baru', 'barang', 'bekas', 'jasa', 'disini', 'tempatnya', 'jualan', 'online', 'marketplace', 'tokopedia', 'shopee', 'lazada', 'bukalapak', 'blibli', 'tiktok', 'reseller', 'dropshipper', 'grosir']","['facebook', 'group', 'jual', 'beli', 'barang', 'barang', 'jakarta', 'seluruh', 'indonesia', 'forum', 'jual', 'beli', 'online', 'barang', 'baru', 'barang', 'bekas', 'jasa', 'disini', 'tempatnya', 'jualan', 'online', 'marketplace', 'tokopedia', 'shopee', 'lazada', 'bukalapak', 'blibli', 'tiktok', 'reseller', 'dropshipper', 'grosir']",positive
@JetVeetlev emang ga pernah jual/beli barang di marketplace facebook?,emang ga pernah jualbeli barang di marketplace facebook,"['emang', 'ga', 'pernah', 'jualbeli', 'barang', 'di', 'marketplace', 'facebook']",memang tidak pernah jualbeli barang di marketplace facebook,"['emang', 'ga', 'pernah', 'jualbeli', 'barang', 'marketplace', 'facebook']","['emang', 'ga', 'pernah', 'jualbeli', 'barang', 'marketplace', 'facebook']",negative
@tanyarlfes cari grup di daerah terkait lewat facebook. iklankan di sana. kalau marketplace tanah ga mungkin jual beli kayak oren atau ijo karena harus ada survey lapangan dan kelengkapan. grup facebook efektif buat jualan yang gini2 (mobil tanah rumah apt),cari grup di daerah terkait lewat facebook iklankan di sana kalau marketplace tanah ga mungkin jual beli kayak oren atau ijo karena harus ada survey lapangan dan kelengkapan grup facebook efektif buat jualan yang gini mobil tanah rumah apt,"['cari', 'grup', 'di', 'daerah', 'terkait', 'lewat', 'facebook', 'iklankan', 'di', 'sana', 'kalau', 'marketplace', 'tanah', 'ga', 'mungkin', 'jual', 'beli', 'kayak', 'oren', 'atau', 'ijo', 'karena', 'harus', 'ada', 'survey', 'lapangan', 'dan', 'kelengkapan', 'grup', 'facebook', 'efektif', 'buat', 'jualan', 'yang', 'gini', 'mobil', 'tanah', 'rumah', 'apt']",cari grup di daerah terkait lewat facebook iklankan di sana kalau marketplace tanah tidak mungkin jual beli seperti oren atau ijo karena harus ada survey lapangan dan kelengkapan grup facebook efektif buat jualan yang begini mobil tanah rumah apt,"['cari', 'grup', 'daerah', 'terkait', 'lewat', 'facebook', 'iklankan', 'sana', 'kalau', 'marketplace', 'tanah', 'ga', 'mungkin', 'jual', 'beli', 'kayak', 'oren', 'ijo', 'survey', 'lapangan', 'kelengkapan', 'grup', 'facebook', 'efektif', 'buat', 'jualan', 'gini', 'mobil', 'tanah', 'rumah', 'apt']","['cari', 'grup', 'daerah', 'terkait', 'lewat', 'facebook', 'iklankan', 'sana', 'kalau', 'marketplace', 'tanah', 'ga', 'mungkin', 'jual', 'beli', 'kayak', 'oren', 'ijo', 'survey', 'lapangan', 'kelengkapan', 'grup', 'facebook', 'efektif', 'buat', 'jualan', 'gini', 'mobil', 'tanah', 'rumah', 'apt']",positive
@detii0730 S8 gaada barunya lagi seken pun di 1-2 jtan. Kayanya lebih enak jual M12 ya biar harga jualnya gak jatoh banget. Sayang jual S8 yang pas beli baru 10 jutaan eh pas dijual cuma laku sejutaan. Terus jualnya juga jangan di konter2 jual mandiri aja di facebook marketplace atau olx,gaada barunya lagi seken pun di jtan kayanya lebih enak jual ya biar harga jualnya gak jatoh banget sayang jual yang pas beli baru jutaan eh pas dijual cuma laku sejutaan terus jualnya juga jangan di konter jual mandiri aja di facebook marketplace atau olx,"['gaada', 'barunya', 'lagi', 'seken', 'pun', 'di', 'jtan', 'kayanya', 'lebih', 'enak', 'jual', 'ya', 'biar', 'harga', 'jualnya', 'gak', 'jatoh', 'banget', 'sayang', 'jual', 'yang', 'pas', 'beli', 'baru', 'jutaan', 'eh', 'pas', 'dijual', 'cuma', 'laku', 'sejutaan', 'terus', 'jualnya', 'juga', 'jangan', 'di', 'konter', 'jual', 'mandiri', 'aja', 'di', 'facebook', 'marketplace', 'atau', 'olx']",tidak ada barunya lagi seken pun di jtan sepertinya lebih enak jual ya biar harga jualnya tidak jatoh banget sayang jual yang pas beli baru jutaan eh pas dijual hanya laku sejutaan terus jualnya juga jangan di konter jual mandiri saja di facebook marketplace atau olx,"['gaada', 'barunya', 'seken', 'jtan', 'kayanya', 'lebih', 'enak', 'jual', 'biar', 'harga', 'jualnya', 'gak', 'jatoh', 'banget', 'sayang', 'jual', 'pas', 'beli', 'baru', 'jutaan', 'eh', 'pas', 'dijual', 'cuma', 'laku', 'sejutaan', 'terus', 'jualnya', 'jangan', 'konter', 'jual', 'mandiri', 'aja', 'facebook', 'marketplace', 'olx']","['gaada', 'barunya', 'seken', 'jtan', 'kayanya', 'lebih', 'enak', 'jual', 'biar', 'harga', 'jualnya', 'gak', 'jatoh', 'banget', 'sayang', 'jual', 'pas', 'beli', 'baru', 'jutaan', 'eh', 'pas', 'dijual', 'cuma', 'laku', 'sejutaan', 'terus', 'jualnya', 'jangan', 'konter', 'jual', 'mandiri', 'aja', 'facebook', 'marketplace', 'olx']",positive
@darktracer_int dikira jual beli marketplace facebook?,dikira jual beli marketplace facebook,"['dikira', 'jual', 'beli', 'marketplace', 'facebook']",dikira jual beli marketplace facebook,"['dikira', 'jual', 'beli', 'marketplace', 'facebook']","['dikira', 'jual', 'beli', 'marketplace', 'facebook']",negative
Ada temen yg ketipu 12 jt beli ipad di Facebook marketplace. Emang dah paling bener Facebook marketplace itu tempatnya jamet jaktim jual beli hoodie GAP sama celurit ,ada temen yg ketipu jt beli ipad di facebook marketplace emang dah paling bener facebook marketplace itu tempatnya jamet jaktim jual beli hoodie gap sama celurit,"['ada', 'temen', 'yg', 'ketipu', 'jt', 'beli', 'ipad', 'di', 'facebook', 'marketplace', 'emang', 'dah', 'paling', 'bener', 'facebook', 'marketplace', 'itu', 'tempatnya', 'jamet', 'jaktim', 'jual', 'beli', 'hoodie', 'gap', 'sama', 'celurit']",ada teman yang ketipu juta beli ipad di facebook marketplace memang sudah paling benar facebook marketplace itu tempatnya jamet jaktim jual beli hoodie gap sama celurit,"['temen', 'yg', 'ketipu', 'jt', 'beli', 'ipad', 'facebook', 'marketplace', 'emang', 'dah', 'paling', 'bener', 'facebook', 'marketplace', 'tempatnya', 'jamet', 'jaktim', 'jual', 'beli', 'hoodie', 'gap', 'sama', 'celurit']","['temen', 'yg', 'ketipu', 'jt', 'beli', 'ipad', 'facebook', 'marketplace', 'emang', 'dah', 'paling', 'bener', 'facebook', 'marketplace', 'tempatnya', 'jamet', 'jaktim', 'jual', 'beli', 'hoodie', 'gap', 'sama', 'celurit']",positive
@satriamadang88 bener kak jadi si calo iklan mobil orang lain di marketplace Facebook tetapi iklan mobil asli yg mau dijual di olx si calo menghubungi pak toni yg jual nkbil di olx kalau ada yg mau beli mobilnya si calo ngaku ngaku pemilik mobil itu saudaranya ke saya dan om saya,bener kak jadi si calo iklan mobil orang lain di marketplace facebook tetapi iklan mobil asli yg mau dijual di olx si calo menghubungi pak toni yg jual nkbil di olx kalau ada yg mau beli mobilnya si calo ngaku ngaku pemilik mobil itu saudaranya ke saya dan om saya,"['bener', 'kak', 'jadi', 'si', 'calo', 'iklan', 'mobil', 'orang', 'lain', 'di', 'marketplace', 'facebook', 'tetapi', 'iklan', 'mobil', 'asli', 'yg', 'mau', 'dijual', 'di', 'olx', 'si', 'calo', 'menghubungi', 'pak', 'toni', 'yg', 'jual', 'nkbil', 'di', 'olx', 'kalau', 'ada', 'yg', 'mau', 'beli', 'mobilnya', 'si', 'calo', 'ngaku', 'ngaku', 'pemilik', 'mobil', 'itu', 'saudaranya', 'ke', 'saya', 'dan', 'om', 'saya']",benar kak jadi si calo iklan mobil orang lain di marketplace facebook tetapi iklan mobil asli yang mau dijual di olx si calo menghubungi bapak toni yang jual nkbil di olx kalau ada yang mau beli mobilnya si calo mengaku mengaku pemilik mobil itu saudaranya ke saya dan om saya,"['bener', 'kak', 'jadi', 'si', 'calo', 'iklan', 'mobil', 'orang', 'marketplace', 'facebook', 'iklan', 'mobil', 'asli', 'yg', 'mau', 'dijual', 'olx', 'si', 'calo', 'menghubungi', 'pak', 'toni', 'yg', 'jual', 'nkbil', 'olx', 'kalau', 'yg', 'mau', 'beli', 'mobilnya', 'si', 'calo', 'ngaku', 'ngaku', 'pemilik', 'mobil', 'saudaranya', 'om']","['bener', 'kak', 'jadi', 'si', 'calo', 'iklan', 'mobil', 'orang', 'marketplace', 'facebook', 'iklan', 'mobil', 'asli', 'yg', 'mau', 'dijual', 'olx', 'si', 'calo', 'menghubungi', 'pak', 'toni', 'yg', 'jual', 'nkbil', 'olx', 'kalau', 'yg', 'mau', 'beli', 'mobilnya', 'si', 'calo', 'ngaku', 'ngaku', 'pemilik', 'mobil', 'saudaranya', 'om']",negative
@asa_drn @bestdiary_ aku beli di marketplace facebook kak. Yg segedhe itu 97 udah sama ongkirnya. Terus yg jual sekota. Jadi aman kirimnya,aku beli di marketplace facebook kak yg segedhe itu udah sama ongkirnya terus yg jual sekota jadi aman kirimnya,"['aku', 'beli', 'di', 'marketplace', 'facebook', 'kak', 'yg', 'segedhe', 'itu', 'udah', 'sama', 'ongkirnya', 'terus', 'yg', 'jual', 'sekota', 'jadi', 'aman', 'kirimnya']",saya beli di marketplace facebook kak yang segedhe itu sudah sama ongkirnya terus yang jual sekota jadi aman kirimnya,"['aku', 'beli', 'marketplace', 'facebook', 'kak', 'yg', 'segedhe', 'udah', 'sama', 'ongkirnya', 'terus', 'yg', 'jual', 'sekota', 'jadi', 'aman', 'kirimnya']","['aku', 'beli', 'marketplace', 'facebook', 'kak', 'yg', 'segedhe', 'udah', 'sama', 'ongkirnya', 'terus', 'yg', 'jual', 'sekota', 'jadi', 'aman', 'kirimnya']",positive
@jogmfs di facebook marketplace nder. lebih murah dan langsung beli ke ownernya. aku kalau jual beli lewat fb,di facebook marketplace nder lebih murah dan langsung beli ke ownernya aku kalau jual beli lewat fb,"['di', 'facebook', 'marketplace', 'nder', 'lebih', 'murah', 'dan', 'langsung', 'beli', 'ke', 'ownernya', 'aku', 'kalau', 'jual', 'beli', 'lewat', 'fb']",di facebook marketplace nder lebih murah dan langsung beli ke ownernya saya kalau jual beli lewat fb,"['facebook', 'marketplace', 'nder', 'lebih', 'murah', 'langsung', 'beli', 'ownernya', 'aku', 'kalau', 'jual', 'beli', 'lewat', 'fb']","['facebook', 'marketplace', 'nder', 'lebih', 'murah', 'langsung', 'beli', 'ownernya', 'aku', 'kalau', 'jual', 'beli', 'lewat', 'fb']",positive
@hrdbacot Tim beli dari marketplace nya facebook Suami beli Odyssey 2005 pas income rata2 11-15jt di Solo waktu beli harga 119jt skrg rata2 pd jual 150jt mau kusuruh jual untuk beli mobil kecik biar bs ikut make https://t.co/u5ui2ov6wo,tim beli dari marketplace nya facebook suami beli odyssey pas income rata jt di solo waktu beli harga jt skrg rata pd jual jt mau kusuruh jual untuk beli mobil kecik biar bs ikut make,"['tim', 'beli', 'dari', 'marketplace', 'nya', 'facebook', 'suami', 'beli', 'odyssey', 'pas', 'income', 'rata', 'jt', 'di', 'solo', 'waktu', 'beli', 'harga', 'jt', 'skrg', 'rata', 'pd', 'jual', 'jt', 'mau', 'kusuruh', 'jual', 'untuk', 'beli', 'mobil', 'kecik', 'biar', 'bs', 'ikut', 'make']",tim beli dari marketplace nya facebook suami beli odyssey pas income rata juta di solo waktu beli harga juta sekarang rata pada jual juta mau kusuruh jual untuk beli mobil kecik biar bisa ikut makai,"['tim', 'beli', 'marketplace', 'nya', 'facebook', 'suami', 'beli', 'odyssey', 'pas', 'income', 'rata', 'jt', 'solo', 'waktu', 'beli', 'harga', 'jt', 'skrg', 'rata', 'pd', 'jual', 'jt', 'mau', 'kusuruh', 'jual', 'beli', 'mobil', 'kecik', 'biar', 'bs', 'ikut', 'make']","['tim', 'beli', 'marketplace', 'nya', 'facebook', 'suami', 'beli', 'odyssey', 'pas', 'income', 'rata', 'jt', 'solo', 'waktu', 'beli', 'harga', 'jt', 'skrg', 'rata', 'pd', 'jual', 'jt', 'mau', 'kusuruh', 'jual', 'beli', 'mobil', 'kecik', 'biar', 'bs', 'ikut', 'make']",positive
Dari reply2 di sini memang valid marketplace buat jual-beli kendaraan dan partsnya adalah Facebook.. pengalaman beberapa kali jual parts kendaraan di Facebook cepet bgt lakunya cooy jual di platform lain ada yang liat aja engga. Knapa?,dari reply di sini memang valid marketplace buat jualbeli kendaraan dan partsnya adalah facebook pengalaman beberapa kali jual parts kendaraan di facebook cepet bgt lakunya cooy jual di platform lain ada yang liat aja engga knapa,"['dari', 'reply', 'di', 'sini', 'memang', 'valid', 'marketplace', 'buat', 'jualbeli', 'kendaraan', 'dan', 'partsnya', 'adalah', 'facebook', 'pengalaman', 'beberapa', 'kali', 'jual', 'parts', 'kendaraan', 'di', 'facebook', 'cepet', 'bgt', 'lakunya', 'cooy', 'jual', 'di', 'platform', 'lain', 'ada', 'yang', 'liat', 'aja', 'engga', 'knapa']",dari reply di sini memang valid marketplace buat jualbeli kendaraan dan partsnya adalah facebook pengalaman beberapa kali jual parts kendaraan di facebook cepat begitu lakunya cooy jual di platform lain ada yang lihat saja engga kenapa,"['reply', 'sini', 'memang', 'valid', 'marketplace', 'buat', 'jualbeli', 'kendaraan', 'partsnya', 'facebook', 'pengalaman', 'beberapa', 'kali', 'jual', 'parts', 'kendaraan', 'facebook', 'cepet', 'bgt', 'lakunya', 'cooy', 'jual', 'platform', 'liat', 'aja', 'engga', 'knapa']","['reply', 'sini', 'memang', 'valid', 'marketplace', 'buat', 'jualbeli', 'kendaraan', 'partsnya', 'facebook', 'pengalaman', 'beberapa', 'kali', 'jual', 'parts', 'kendaraan', 'facebook', 'cepet', 'bgt', 'lakunya', 'cooy', 'jual', 'platform', 'liat', 'aja', 'engga', 'knapa']",positive
@andrian17v @worksfess Padahal jual beli terbaik ya di facebook. Facebook Grup ya bukan marketplace.,padahal jual beli terbaik ya di facebook facebook grup ya bukan marketplace,"['padahal', 'jual', 'beli', 'terbaik', 'ya', 'di', 'facebook', 'facebook', 'grup', 'ya', 'bukan', 'marketplace']",padahal jual beli terbaik ya di facebook facebook grup ya bukan marketplace,"['padahal', 'jual', 'beli', 'terbaik', 'facebook', 'facebook', 'grup', 'bukan', 'marketplace']","['padahal', 'jual', 'beli', 'terbaik', 'facebook', 'facebook', 'grup', 'bukan', 'marketplace']",negative
Kerasnya dunia jual beli di marketplace facebook lebih kejam dari ecommerce,kerasnya dunia jual beli di marketplace facebook lebih kejam dari ecommerce,"['kerasnya', 'dunia', 'jual', 'beli', 'di', 'marketplace', 'facebook', 'lebih', 'kejam', 'dari', 'ecommerce']",kerasnya dunia jual beli di marketplace facebook lebih kejam dari ecommerce,"['kerasnya', 'dunia', 'jual', 'beli', 'marketplace', 'facebook', 'lebih', 'kejam', 'ecommerce']","['kerasnya', 'dunia', 'jual', 'beli', 'marketplace', 'facebook', 'lebih', 'kejam', 'ecommerce']",negative
@matchaVrappe Daerahnya dimana tuh? Rajin2 aja pantau postingan jual beli di grup facebook atau facebook marketplace. Biasanya ada aja yang jual helm dengan harga miring Aku waktu di Pekanbaru sering banget postingan helm murah gitu. Sekarang di jogja sejauh ini helm aman postingan gada,daerahnya dimana tuh rajin aja pantau postingan jual beli di grup facebook atau facebook marketplace biasanya ada aja yang jual helm dengan harga miring aku waktu di pekanbaru sering banget postingan helm murah gitu sekarang di jogja sejauh ini helm aman postingan gada,"['daerahnya', 'dimana', 'tuh', 'rajin', 'aja', 'pantau', 'postingan', 'jual', 'beli', 'di', 'grup', 'facebook', 'atau', 'facebook', 'marketplace', 'biasanya', 'ada', 'aja', 'yang', 'jual', 'helm', 'dengan', 'harga', 'miring', 'aku', 'waktu', 'di', 'pekanbaru', 'sering', 'banget', 'postingan', 'helm', 'murah', 'gitu', 'sekarang', 'di', 'jogja', 'sejauh', 'ini', 'helm', 'aman', 'postingan', 'gada']",daerahnya dimana  itu rajin saja pantau postingan jual beli di grup facebook atau facebook marketplace biasanya ada saja yang jual helm dengan harga miring saya waktu di pekanbaru sering banget postingan helm murah begitu sekarang di jogja sejauh ini helm aman postingan tidak ada,"['daerahnya', 'tuh', 'rajin', 'aja', 'pantau', 'postingan', 'jual', 'beli', 'grup', 'facebook', 'facebook', 'marketplace', 'biasanya', 'aja', 'jual', 'helm', 'harga', 'miring', 'aku', 'waktu', 'pekanbaru', 'sering', 'banget', 'postingan', 'helm', 'murah', 'gitu', 'sekarang', 'jogja', 'sejauh', 'helm', 'aman', 'postingan', 'gada']","['daerahnya', 'tuh', 'rajin', 'aja', 'pantau', 'postingan', 'jual', 'beli', 'grup', 'facebook', 'facebook', 'marketplace', 'biasanya', 'aja', 'jual', 'helm', 'harga', 'miring', 'aku', 'waktu', 'pekanbaru', 'sering', 'banget', 'postingan', 'helm', 'murah', 'gitu', 'sekarang', 'jogja', 'sejauh', 'helm', 'aman', 'postingan', 'gada']",positive
@sejenismanusia Berapa gb? Saya memang jual and beli phone kalau nak tahu harga based on market boleh tengok range harga dekat facebook marketplace and carousell hehehe,berapa gb saya memang jual and beli phone kalau nak tahu harga based on market boleh tengok range harga dekat facebook marketplace and carousell hehehe,"['berapa', 'gb', 'saya', 'memang', 'jual', 'and', 'beli', 'phone', 'kalau', 'nak', 'tahu', 'harga', 'based', 'on', 'market', 'boleh', 'tengok', 'range', 'harga', 'dekat', 'facebook', 'marketplace', 'and', 'carousell', 'hehehe']",berapa gb saya memang jual dan beli phone kalau nak tahu harga based on market boleh lihat range harga dekat facebook marketplace dan carousell hehehe,"['berapa', 'gb', 'memang', 'jual', 'and', 'beli', 'phone', 'kalau', 'nak', 'tahu', 'harga', 'based', 'on', 'market', 'tengok', 'range', 'harga', 'dekat', 'facebook', 'marketplace', 'and', 'carousell', 'hehehe']","['berapa', 'gb', 'memang', 'jual', 'and', 'beli', 'phone', 'kalau', 'nak', 'tahu', 'harga', 'based', 'on', 'market', 'tengok', 'range', 'harga', 'dekat', 'facebook', 'marketplace', 'and', 'carousell', 'hehehe']",positive
